[('white', 'JJ'), ('ball', 'NN')]
Color:      white
Shape:      ball
1
         5475630 function calls (5471395 primitive calls) in 1.842 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2813(Scale)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2846(Scrollbar)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2886(Text)
        1    0.000    0.000    0.000    0.000 Tkinter.py:301(IntVar)
        1    0.002    0.002    0.002    0.002 Tkinter.py:31(<module>)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3214(_setit)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3225(OptionMenu)
        1    0.000    0.000    0.000    0.000 Tkinter.py:326(DoubleVar)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3262(Image)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3322(PhotoImage)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3382(BitmapImage)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3397(Spinbox)
        1    0.000    0.000    0.000    0.000 Tkinter.py:345(BooleanVar)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3555(LabelFrame)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3577(PanedWindow)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3768(Studbutton)
        1    0.000    0.000    0.000    0.000 Tkinter.py:377(Misc)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3776(Tributton)
        2    0.000    0.000    0.000    0.000 UserDict.py:18(__getitem__)
        1    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
        2    0.000    0.000    0.000    0.000 UserDict.py:58(get)
        6    0.000    0.000    0.000    0.000 UserDict.py:70(__contains__)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:74(_Feature)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        4    0.004    0.001    0.029    0.007 __init__.py:1(<module>)
        2    0.001    0.000    0.003    0.001 __init__.py:10(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1000(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1010(getLogger)
        3    0.000    0.000    0.000    0.000 __init__.py:104(CFunctionType)
        2    0.000    0.000    0.000    0.000 __init__.py:1056(_fixupParents)
        1    0.001    0.001    0.044    0.044 __init__.py:106(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1097(Logger)
        3    0.000    0.000    0.000    0.000 __init__.py:1112(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:112(ModuleDeprecationWarning)
        3    0.002    0.001    0.009    0.003 __init__.py:12(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1372(RootLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:1378(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1386(LoggerAdapter)
        1    0.001    0.001    0.003    0.003 __init__.py:14(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:147(_check_size)
        1    0.001    0.001    0.016    0.016 __init__.py:15(<module>)
        1    0.001    0.001    0.021    0.021 __init__.py:153(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1552(getLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:159(py_object)
        1    0.000    0.000    0.001    0.001 __init__.py:16(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1674(NullHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_short)
        2    0.003    0.002    0.127    0.063 __init__.py:17(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ushort)
        1    0.000    0.000    0.000    0.000 __init__.py:176(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:180(c_ulong)
        3    0.000    0.000    0.000    0.000 __init__.py:182(_checkLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_int)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_uint)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:201(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:205(c_longdouble)
        2    0.000    0.000    0.000    0.000 __init__.py:210(_acquireLock)
        2    0.000    0.000    0.000    0.000 __init__.py:219(_releaseLock)
        1    0.001    0.001    0.028    0.028 __init__.py:22(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:226(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:230(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:233(c_byte)
        1    0.000    0.000    0.000    0.000 __init__.py:238(c_char)
        1    0.001    0.001    0.001    0.001 __init__.py:24(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:243(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:255(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:260(c_bool)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
        1    0.000    0.000    0.000    0.000 __init__.py:291(c_wchar_p)
        1    0.000    0.000    0.000    0.000 __init__.py:294(c_wchar)
        2    0.000    0.000    0.000    0.000 __init__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:332(CDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:346(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:349(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:359(_FuncPtr)
        1    0.001    0.001    0.002    0.002 __init__.py:38(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:388(PyDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:390(__init__)
        1    0.001    0.001    0.001    0.001 __init__.py:4(<module>)
        1    0.001    0.001    0.008    0.008 __init__.py:42(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:428(LibraryLoader)
        2    0.000    0.000    0.000    0.000 __init__.py:429(__init__)
        2    0.002    0.001    0.007    0.003 __init__.py:44(<module>)
        1    0.001    0.001    0.003    0.003 __init__.py:45(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:49(normalize_encoding)
        3    0.000    0.000    0.000    0.000 __init__.py:493(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:494(BufferingFormatter)
        3    0.000    0.000    0.000    0.000 __init__.py:494(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:536(Filter)
        1    0.005    0.005    0.026    0.026 __init__.py:54(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:573(Filterer)
        3    0.000    0.000    0.000    0.000 __init__.py:578(__init__)
        1    0.001    0.001    0.010    0.010 __init__.py:58(<module>)
        2    0.001    0.001    0.037    0.019 __init__.py:60(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:646(Handler)
        1    0.000    0.000    0.004    0.004 __init__.py:7(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        3    0.000    0.000    0.000    0.000 __init__.py:78(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:8(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:80(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:81(_pos_tag)
        1    0.000    0.000    0.000    0.000 __init__.py:810(StreamHandler)
        1    0.001    0.001    0.007    0.007 __init__.py:83(<module>)
        1    0.001    0.001    0.002    0.002 __init__.py:88(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:881(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:948(PlaceHolder)
        4    0.000    0.000    0.000    0.000 __init__.py:954(__init__)
        1    0.000    0.000    0.002    0.002 __init__.py:99(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:995(Manager)
        1    0.000    0.000    0.000    0.000 _datasource.py:150(DataSource)
        1    0.000    0.000    0.000    0.000 _datasource.py:33(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:49(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _datasource.py:499(Repository)
        1    0.000    0.000    0.000    0.000 _datasource.py:72(__init__)
        1    0.000    0.000    0.001    0.001 _elementpath.py:56(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:26(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:49(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _import_tools.py:336(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 _import_tools.py:8(PackageLoader)
       40    0.000    0.000    0.000    0.000 _inspect.py:120(getargspec)
       40    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
       74    0.000    0.000    0.000    0.000 _inspect.py:152(strseq)
       31    0.000    0.000    0.000    0.000 _inspect.py:159(formatargspec)
        3    0.000    0.000    0.000    0.000 _inspect.py:161(<lambda>)
        1    0.000    0.000    0.000    0.000 _inspect.py:162(<lambda>)
       43    0.000    0.000    0.000    0.000 _inspect.py:163(<lambda>)
       40    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
       31    0.000    0.000    0.000    0.000 _inspect.py:39(iscode)
       31    0.000    0.000    0.000    0.000 _inspect.py:61(getargs)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:196(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:224(_ctypes)
        1    0.000    0.000    0.001    0.001 _internal.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:155(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:246(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:438(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:445(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:452(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:466(StringConverter)
        3    0.000    0.000    0.000    0.000 _methods.py:23(_sum)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        8    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        8    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        8    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
       31    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        8    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
       19    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
        9    0.000    0.000    0.000    0.000 _weakrefset.py:70(__contains__)
       16    0.000    0.000    0.000    0.000 _weakrefset.py:83(add)
        8    0.000    0.000    0.000    0.000 abc.py:105(register)
        8    0.000    0.000    0.000    0.000 abc.py:148(__subclasscheck__)
        8    0.000    0.000    0.000    0.000 abc.py:86(__new__)
        8    0.000    0.000    0.000    0.000 abc.py:89(<genexpr>)
        1    0.000    0.000    0.020    0.020 add_newdocs.py:10(<module>)
        1    0.000    0.000    0.002    0.002 agreement.py:70(<module>)
        1    0.000    0.000    0.001    0.001 agreement.py:85(AnnotationTask)
        1    0.000    0.000    0.000    0.000 aligned.py:16(AlignedCorpusReader)
        1    0.000    0.000    0.000    0.000 aligned.py:8(<module>)
        1    0.000    0.000    0.000    0.000 aligned.py:87(AlignedSentCorpusView)
        2    0.000    0.000    0.000    0.000 api.py:10(<module>)
        1    0.000    0.000    0.000    0.000 api.py:10(StemmerI)
        3    0.000    0.000    0.001    0.000 api.py:11(<module>)
        1    0.000    0.000    0.000    0.000 api.py:11(ClusterI)
        1    0.000    0.000    0.000    0.000 api.py:117(ProverCommand)
        1    0.000    0.000    0.000    0.000 api.py:12(<module>)
        1    0.000    0.000    0.000    0.000 api.py:12(AbstractCCGCategory)
        1    0.000    0.000    0.000    0.000 api.py:126(Direction)
        1    0.000    0.000    0.018    0.018 api.py:13(<module>)
       18    0.000    0.000    0.000    0.000 api.py:134(__init__)
        1    0.000    0.000    0.000    0.000 api.py:14(ParserI)
        1    0.000    0.000    0.000    0.000 api.py:144(ModelBuilderCommand)
        1    0.000    0.000    0.000    0.000 api.py:152(Alignment)
        1    0.000    0.000    0.000    0.000 api.py:16(TokenizerI)
        1    0.000    0.000    0.000    0.000 api.py:17(AlignedSent)
        1    0.000    0.000    0.000    0.000 api.py:17(ChunkParserI)
        1    0.000    0.000    0.000    0.000 api.py:175(BaseTheoremToolCommand)
        1    0.000    0.000    0.000    0.000 api.py:18(TaggerI)
        1    0.000    0.000    0.000    0.000 api.py:19(<module>)
        1    0.000    0.000    0.000    0.000 api.py:20(<module>)
        1    0.000    0.000    0.000    0.000 api.py:225(PrimitiveCategory)
        1    0.000    0.000    0.000    0.000 api.py:23(CorpusReader)
       42    0.000    0.000    0.000    0.000 api.py:232(__init__)
        1    0.000    0.000    0.000    0.000 api.py:235(CategorizedCorpusReader)
        1    0.000    0.000    0.000    0.000 api.py:25(Prover)
        1    0.000    0.000    0.000    0.000 api.py:252(BaseProverCommand)
        1    0.000    0.000    0.000    0.000 api.py:27(ClassifierI)
        1    0.000    0.000    0.000    0.000 api.py:278(FunctionalCategory)
        1    0.000    0.000    0.000    0.000 api.py:281(PhraseTable)
       18    0.000    0.000    0.000    0.000 api.py:285(__init__)
        1    0.000    0.000    0.000    0.000 api.py:305(BaseModelBuilderCommand)
        1    0.000    0.000    0.000    0.000 api.py:361(TheoremToolCommandDecorator)
        1    0.000    0.000    0.000    0.000 api.py:369(SyntaxCorpusReader)
        1    0.000    0.000    0.000    0.000 api.py:394(ProverCommandDecorator)
        1    0.000    0.000    0.000    0.000 api.py:44(ModelBuilder)
        1    0.000    0.000    0.000    0.000 api.py:441(ModelBuilderCommandDecorator)
        1    0.000    0.000    0.000    0.000 api.py:495(ParallelProverBuilder)
        1    0.000    0.000    0.000    0.000 api.py:531(ParallelProverBuilderCommand)
        1    0.000    0.000    0.000    0.000 api.py:570(TheoremToolThread)
        1    0.000    0.000    0.000    0.000 api.py:63(StringTokenizer)
        1    0.000    0.000    0.000    0.000 api.py:68(TheoremToolCommand)
        1    0.000    0.000    0.000    0.000 api.py:69(CCGVar)
        1    0.000    0.000    0.000    0.000 api.py:7(<module>)
        1    0.000    0.000    0.000    0.000 api.py:73(FeaturesetTaggerI)
        1    0.000    0.000    0.000    0.000 api.py:78(__init__)
        1    0.000    0.000    0.000    0.000 api.py:88(new_id)
        1    0.000    0.000    0.000    0.000 api.py:9(<module>)
        1    0.000    0.000    0.000    0.000 api.py:90(MultiClassifierI)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:5(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:532(FloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:638(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:658(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:688(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:699(ComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:715(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:743(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arraysetops.py:26(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:21(Arrayterator)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 ascii.py:13(Codec)
        1    0.000    0.000    0.000    0.000 ascii.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 ascii.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 ascii.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 ascii.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 ascii.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 ascii.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 ascii.py:8(<module>)
        1    0.000    0.000    0.000    0.000 association.py:12(<module>)
        1    0.000    0.000    0.000    0.000 association.py:153(BigramAssocMeasures)
        1    0.000    0.000    0.000    0.000 association.py:241(TrigramAssocMeasures)
        1    0.000    0.000    0.000    0.000 association.py:297(QuadgramAssocMeasures)
        1    0.000    0.000    0.000    0.000 association.py:383(ContingencyMeasures)
        1    0.000    0.000    0.000    0.000 association.py:41(NgramAssocMeasures)
        1    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
        1    0.000    0.000    0.000    0.000 babelfish.py:6(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bdb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bdb.py:10(BdbQuit)
        1    0.000    0.000    0.000    0.000 bdb.py:14(Bdb)
        1    0.000    0.000    0.000    0.000 bdb.py:449(Breakpoint)
        1    0.000    0.000    0.000    0.000 bdb.py:614(Tdb)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bleu_score.py:9(<module>)
        1    0.000    0.000    0.000    0.000 bllip.py:110(BllipParser)
        1    0.000    0.000    0.000    0.000 bllip.py:9(<module>)
        1    0.000    0.000    0.000    0.000 bnc.py:14(BNCCorpusReader)
        1    0.000    0.000    0.000    0.000 bnc.py:145(BNCSentence)
        1    0.000    0.000    0.000    0.000 bnc.py:155(BNCWordView)
        1    0.000    0.000    0.000    0.000 bnc.py:8(<module>)
        1    0.000    0.000    0.000    0.000 boxer.py:1008(BoxerNamed)
        1    0.000    0.000    0.000    0.000 boxer.py:1034(BoxerRel)
        1    0.000    0.000    0.000    0.000 boxer.py:1057(BoxerProp)
        1    0.000    0.000    0.000    0.000 boxer.py:1084(BoxerEq)
        1    0.000    0.000    0.000    0.000 boxer.py:1105(BoxerCard)
        1    0.000    0.000    0.000    0.000 boxer.py:1124(BoxerOr)
        1    0.000    0.000    0.000    0.000 boxer.py:1148(BoxerWhq)
        1    0.000    0.000    0.000    0.000 boxer.py:1176(PassthroughBoxerDrsInterpreter)
        1    0.000    0.000    0.000    0.000 boxer.py:1181(NltkDrtBoxerDrsInterpreter)
        1    0.000    0.000    0.000    0.000 boxer.py:1237(UnparseableInputException)
        1    0.001    0.001    0.005    0.005 boxer.py:26(<module>)
        1    0.000    0.000    0.000    0.000 boxer.py:274(BoxerOutputDrsParser)
        1    0.000    0.000    0.000    0.000 boxer.py:48(Boxer)
        1    0.000    0.000    0.000    0.000 boxer.py:658(BoxerDrsParser)
        1    0.000    0.000    0.000    0.000 boxer.py:833(AbstractBoxerDrs)
        1    0.000    0.000    0.000    0.000 boxer.py:870(BoxerDrs)
        1    0.000    0.000    0.000    0.000 boxer.py:922(BoxerNot)
        1    0.000    0.000    0.000    0.000 boxer.py:951(BoxerIndexed)
        1    0.000    0.000    0.000    0.000 boxer.py:981(BoxerPred)
        1    0.000    0.000    0.001    0.001 bracket_parse.py:10(<module>)
        1    0.000    0.000    0.000    0.000 bracket_parse.py:111(CategorizedBracketParseCorpusReader)
        1    0.000    0.000    0.000    0.000 bracket_parse.py:168(AlpinoCorpusReader)
        1    0.000    0.000    0.000    0.000 bracket_parse.py:26(BracketParseCorpusReader)
        1    0.000    0.000    0.001    0.001 brill.py:11(<module>)
        1    0.000    0.000    0.000    0.000 brill.py:192(BrillTagger)
        1    0.000    0.000    0.000    0.000 brill.py:25(Word)
        1    0.000    0.000    0.000    0.000 brill.py:39(Pos)
        1    0.000    0.000    0.000    0.000 brill_trainer.py:11(<module>)
        1    0.000    0.000    0.000    0.000 brill_trainer.py:24(BrillTaggerTrainer)
        1    0.001    0.001    0.002    0.002 cElementTree.py:3(<module>)
        1    0.000    0.000    0.001    0.001 case.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:1018(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 case.py:133(TestCase)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:34(_ExpectedFailure)
        1    0.000    0.000    0.000    0.000 case.py:45(_UnexpectedSuccess)
        7    0.000    0.000    0.000    0.000 case.py:609(_deprecate)
        1    0.000    0.000    0.000    0.000 case.py:98(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 casual.py:258(TweetTokenizer)
        1    0.000    0.000    0.000    0.000 casual.py:298(__init__)
        1    0.000    0.000    0.007    0.007 casual.py:33(<module>)
        1    0.000    0.000    0.000    0.000 categorized_sents.py:36(<module>)
        1    0.000    0.000    0.000    0.000 categorized_sents.py:41(CategorizedSentencesCorpusReader)
        1    0.000    0.000    0.002    0.002 cfg.py:10(<module>)
        1    0.000    0.000    0.001    0.001 cfg.py:136(CFGEditor)
        1    0.000    0.000    0.000    0.000 cfg.py:515(CFGDemo)
        1    0.000    0.000    0.000    0.000 cfg.py:69(ProductionList)
        1    0.000    0.000    0.000    0.000 chart.py:1020(LeafInitRule)
        1    0.000    0.000    0.000    0.000 chart.py:1032(TopDownInitRule)
        7    0.000    0.000    0.000    0.000 chart.py:104(__init__)
        1    0.000    0.000    0.000    0.000 chart.py:1046(TopDownPredictRule)
        1    0.000    0.000    0.000    0.000 chart.py:1064(CachedTopDownPredictRule)
        6    0.000    0.000    0.000    0.000 chart.py:1073(__init__)
        1    0.000    0.000    0.000    0.000 chart.py:1108(BottomUpPredictRule)
        1    0.000    0.000    0.000    0.000 chart.py:1123(BottomUpPredictCombineRule)
        1    0.000    0.000    0.000    0.000 chart.py:1142(EmptyPredictRule)
        1    0.000    0.000    0.000    0.000 chart.py:1160(FilteredSingleEdgeFundamentalRule)
        1    0.000    0.000    0.000    0.000 chart.py:1183(FilteredBottomUpPredictCombineRule)
        1    0.000    0.000    0.000    0.000 chart.py:1227(ChartParser)
        1    0.000    0.000    0.000    0.000 chart.py:127(ForwardTypeRaiseRule)
        1    0.000    0.000    0.000    0.000 chart.py:134(__init__)
        1    0.000    0.000    0.000    0.000 chart.py:1353(TopDownChartParser)
        1    0.000    0.000    0.000    0.000 chart.py:1361(BottomUpChartParser)
        1    0.000    0.000    0.000    0.000 chart.py:1373(BottomUpLeftCornerChartParser)
        1    0.000    0.000    0.000    0.000 chart.py:1382(LeftCornerChartParser)
        1    0.000    0.000    0.000    0.000 chart.py:1393(SteppingChartParser)
        1    0.000    0.000    0.000    0.000 chart.py:148(BackwardTypeRaiseRule)
        1    0.000    0.000    0.000    0.000 chart.py:155(__init__)
        1    0.000    0.000    0.000    0.000 chart.py:184(CCGChartParser)
        1    0.000    0.000    0.000    0.000 chart.py:227(TreeEdge)
        1    0.000    0.000    0.000    0.000 chart.py:231(CCGChart)
        1    0.000    0.000    0.004    0.004 chart.py:31(<module>)
        1    0.000    0.000    0.000    0.000 chart.py:336(LeafEdge)
        1    0.000    0.000    0.000    0.000 chart.py:37(<module>)
        1    0.000    0.000    0.000    0.000 chart.py:384(Chart)
        1    0.000    0.000    0.000    0.000 chart.py:50(CCGEdge)
        1    0.000    0.000    0.000    0.000 chart.py:59(EdgeI)
        1    0.000    0.000    0.000    0.000 chart.py:72(CCGLeafEdge)
